Date,Ticker,Close,High,Low,Open,Volume
2020-01-02,AAPL,72.53850555419922,72.59888386623527,71.29229630932706,71.54588227171874,135480400
2020-01-02,GOOG,67.96450805664062,68.0027784959496,66.68113625378123,66.68113625378123,28132000
2020-01-02,MSFT,152.79112243652344,152.8957614430933,150.61274704618017,151.04081043121997,22622100
2020-01-03,AAPL,71.83329772949219,72.59406313642577,71.60869213351766,71.76567430155144,146322800
2020-01-03,GOOG,67.6309814453125,68.21948609325707,66.87964921457622,66.99476389395636,23728000
2020-01-03,MSFT,150.88861083984375,152.15378632137134,150.35590842973784,150.6032449166099,21116200
2020-01-06,AAPL,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200
2020-01-06,GOOG,69.298583984375,69.41240176232888,67.10114319704458,67.10114319704458,34646000
2020-01-06,MSFT,151.27857971191406,151.34517474843884,148.88140515282404,149.42362925579263,20813700
2020-01-07,AAPL,72.06515502929688,72.67134838279743,71.84537704823941,72.41534488187352,108872000
2020-01-07,GOOG,69.25533294677734,69.73498000240403,69.10820487947868,69.48397719879306,30054000
2020-01-07,MSFT,149.89930725097656,151.8874339140462,149.65198528111424,151.55450216789137,21634100
2020-01-08,AAPL,73.2243881225586,73.52627962431049,71.76806381292334,71.76806381292334,132079200
2020-01-08,GOOG,69.80109405517578,70.16194804120731,69.13107317016384,69.19270329039529,30560000
2020-01-08,MSFT,152.28695678710938,152.96235665110237,150.2512643514122,151.18349353765257,27746500
2020-01-09,AAPL,74.77975463867188,74.97296230565743,73.9513658951312,74.20253438813242,170108400
2020-01-09,GOOG,70.57200622558594,70.94479031968247,70.09682633773947,70.60879013786557,30018000
2020-01-09,MSFT,154.18948364257812,154.31315188987753,153.18115197551302,153.95166902241928,21385000
2020-01-10,AAPL,74.9488296508789,75.51397733804309,74.44648515944657,75.01404296807587,140644800
2020-01-10,GOOG,71.0640869140625,71.32249959680215,70.49844891574355,70.9562228270138,36414000
2020-01-10,MSFT,153.4760284423828,155.26439889865875,153.32382361311434,154.883901340539,20725900
2020-01-13,AAPL,76.55004119873047,76.57661149006776,75.1468497409281,75.26519625077637,121532000
2020-01-13,GOOG,71.5362777709961,71.60039554495954,70.8796811249898,71.38219488764605,33046000
2020-01-13,MSFT,155.3214569091797,155.34999349749867,153.39991104375198,153.87554020246824,21626500
2020-01-14,AAPL,75.51636505126953,76.6973684411486,75.39319829942681,76.48725308231118,161954400
2020-01-14,GOOG,71.1212387084961,71.66400997842213,70.9964843646267,71.52533842250335,31178000
2020-01-14,MSFT,154.22752380371094,155.6258747654675,153.83750438933242,155.42610412162335,23477400
2020-01-15,AAPL,75.19274139404297,76.19743749233605,74.76043057245047,75.31591552157606,121923600
2020-01-15,GOOG,71.53478240966797,71.64388273641546,71.08793750518538,71.08793750518538,25654000
2020-01-15,MSFT,155.22633361816406,155.9492992679197,154.64607994777714,154.69363125416567,21417900
2020-01-16,AAPL,76.13463592529297,76.24573732895618,75.37387064834499,75.73614052978684,108829200
2020-01-16,GOOG,72.15609741210938,72.17051519067272,71.62028088399627,71.94435856837903,23474000
